"","index","Job.Title","Salary.Estimate","Rating","Company.Name","Location","Headquarters","Size","Founded","Type.of.ownership","Industry","Sector","Revenue","Competitors","City","State","Salary","MinSalary","MaxSalary","AvgSalary","MinRevenue","MaxRevenue","AvgRevenue","MinEmployeeCount","MaxEmployeeCount","AvgEmployeeCount","Python","SAS","MATLAB","R","Java","SQL"
"419","418","Data Scientist","$124K-$198K (Glassdoor est.)",3.8,"Burns & McDonnell
3.8","Kansas City, MO","Kansas City, MO","5001 to 10000 ","1898","Company - Private","Architectural & Engineering Services","Business Services","1 to 2 billion ","Bechtel Jacobs, Black & Veatch, HNTB","Kansas City","MO","124000-198000",124000,198000,161000,1000000000,2000000000,1500000000,5001,10000,7501,1,1,0,0,1,1
"420","419","Data Scientist","$124K-$198K (Glassdoor est.)",4.8,"InvenTech Info
4.8","Jersey City, NJ","Bengaluru, India","201 to 500 ","2010","Company - Private","IT Services","Information Technology","1 to 5 million ","Not Provided","Jersey City","NJ","124000-198000",124000,198000,161000,1000000,5000000,3000000,201,500,351,1,0,0,0,1,1
"421","420","Data Scientist","$124K-$198K (Glassdoor est.)",3.5,"Robert Half
3.5","Manchester, NH","Menlo Park, CA","10000 ","1948","Company - Public","Staffing & Outsourcing","Business Services","2 to 5 billion ","Adecco, Manpower","Manchester","NH","124000-198000",124000,198000,161000,2000000000,5000000000,3500000000,10000,500,10000,1,0,0,0,0,1
"422","421","Analytics - Business Assurance Data Analyst","$124K-$198K (Glassdoor est.)",4.6,"GreatAmerica Financial Services
4.6","Cedar Rapids, IA","Cedar Rapids, IA","501 to 1000 ","1992","Company - Private","Lending","Finance","100 to 500 million ","Not Provided","Cedar Rapids","IA","124000-198000",124000,198000,161000,100000000,500000000,300000000,501,1000,751,0,0,0,0,0,1
"423","422","Data Scientist","$124K-$198K (Glassdoor est.)",4.5,"Conflux Systems Inc.
4.5","Winters, TX","Alpharetta, GA","1 to 50 ","Not Provided","Company - Private","Accounting","Accounting & Legal","Less than 1 million ","Not Provided","Winters","TX","124000-198000",124000,198000,161000,100000000,500000000,300000000,1,50,26,1,0,0,0,0,1
"424","423","Data Scientist","$124K-$198K (Glassdoor est.)",3.9,"Criteo
3.9","Ann Arbor, MI","Paris, France","1001 to 5000 ","2005","Company - Public","Internet","Information Technology","2 to 5 billion ","MediaMath, Conversant, AppNexus","Ann Arbor","MI","124000-198000",124000,198000,161000,2000000000,5000000000,3500000000,1001,5000,3001,1,0,0,0,1,0
"425","424","Data Scientist","$124K-$198K (Glassdoor est.)",3.4,"Voice
3.4","Brooklyn, NY","Not Provided","Unknown","Not Provided","Company - Private","Not Provided","Not Provided","Not Provided","Not Provided","Brooklyn","NY","124000-198000",124000,198000,161000,100000000,500000000,300000000,501,500,751,1,1,0,0,1,0
"426","425","Data Scientist","$124K-$198K (Glassdoor est.)",3.8,"Microagility","New York, NY","Princeton, NJ","1 to 50 ","Not Provided","Company - Private","Consulting","Business Services","1 to 5 million ","Not Provided","New York","NY","124000-198000",124000,198000,161000,1000000,5000000,3000000,1,50,26,0,0,0,0,0,1
"427","426","Data Scientist","$124K-$198K (Glassdoor est.)",4.1,"Coverent
4.1","McLean, VA","McLean, VA","51 to 200 ","2008","Company - Private","Consulting","Business Services","10 to 25 million ","Not Provided","McLean","VA","124000-198000",124000,198000,161000,10000000,25000000,17500000,51,200,126,1,0,0,0,0,0
"428","427","Data Scientist","$79K-$133K (Glassdoor est.)",3.7,"Via Transportation
3.7","New York, NY","New York, NY","501 to 1000 ","2012","Company - Private","Internet","Information Technology","Not Provided","Not Provided","New York","NY","79000-133000",79000,133000,106000,100000000,500000000,300000000,501,1000,751,1,0,0,0,0,1
"429","428","Senior Data Scientist","$79K-$133K (Glassdoor est.)",3.5,"Benson Hill
3.5","Saint Louis, MO","Saint Louis, MO","201 to 500 ","2012","Company - Private","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","1 to 5 million ","Not Provided","Saint Louis","MO","79000-133000",79000,133000,106000,1000000,5000000,3000000,201,500,351,1,0,0,1,0,0
"430","429","Data Scientist","$79K-$133K (Glassdoor est.)",4.6,"Conch Technologies, Inc
4.6","Concord, CA","Memphis, TN","51 to 200 ","Not Provided","Company - Private","Consulting","Business Services","5 to 10 million ","Not Provided","Concord","CA","79000-133000",79000,133000,106000,5000000,10000000,7500000,51,200,126,0,0,0,0,0,0
"431","430","Data Scientist","$79K-$133K (Glassdoor est.)",3.8,"Falcon IT & Staffing Solutions","Fort Belvoir, VA","Washington, DC","Unknown","Not Provided","Company - Public","Not Provided","Not Provided","Not Provided","Not Provided","Fort Belvoir","VA","79000-133000",79000,133000,106000,100000000,500000000,300000000,501,500,751,1,0,0,0,0,0
"432","431","Data Scientist","$79K-$133K (Glassdoor est.)",3.8,"Rainmaker Resources, LLC","Cincinnati, OH","Cincinnati, OH","1 to 50 ","Not Provided","Company - Private","Not Provided","Not Provided","Not Provided","Not Provided","Cincinnati","OH","79000-133000",79000,133000,106000,100000000,500000000,300000000,1,50,26,0,0,0,0,0,0
"433","432","Data Engineer","$79K-$133K (Glassdoor est.)",4.4,"Rocket Lawyer
4.4","San Francisco, CA","San Francisco, CA","51 to 200 ","2008","Company - Private","Computer Hardware & Software","Information Technology","50 to 100 million ","Not Provided","San Francisco","CA","79000-133000",79000,133000,106000,50000000,100000000,75000000,51,200,126,1,0,0,0,1,1
"434","433","Data Scientist","$79K-$133K (Glassdoor est.)",3.6,"DataLab USA
3.6","Germantown, MD","Germantown, MD","51 to 200 ","Not Provided","Company - Private","IT Services","Information Technology","Not Provided","Acxiom, Merkle, Epsilon (North Carolina)","Germantown","MD","79000-133000",79000,133000,106000,100000000,500000000,300000000,51,200,126,1,0,0,0,0,1
"435","434","Data Scientist","$79K-$133K (Glassdoor est.)",3.1,"Werner Enterprises Inc
3.1","Omaha, NE","Omaha, NE","10000 ","1956","Company - Public","Logistics & Supply Chain","Transportation & Logistics","2 to 5 billion ","Not Provided","Omaha","NE","79000-133000",79000,133000,106000,2000000000,5000000000,3500000000,10000,500,10000,0,0,0,0,0,0
"436","435","Data Scientist","$79K-$133K (Glassdoor est.)",5,"PeopleCom
5.0","McLean, VA","Reston, VA","1 to 50 ","Not Provided","Company - Private","Not Provided","Not Provided","1 to 5 million ","Not Provided","McLean","VA","79000-133000",79000,133000,106000,1000000,5000000,3000000,1,50,26,1,0,0,0,0,1
"437","436","Data Scientist - Machine Learning","$79K-$133K (Glassdoor est.)",5,"VANTA Partners
5.0","Open Fork, VA","Clifton Park, NY","1 to 50 ","2018","Company - Private","Staffing & Outsourcing","Business Services","Not Provided","Not Provided","Open Fork","VA","79000-133000",79000,133000,106000,100000000,500000000,300000000,1,50,26,1,0,0,0,0,0
"438","437","Data Scientist","$79K-$133K (Glassdoor est.)",3.8,"B4Corp","Reston, VA","Leesburg, VA","51 to 200 ","Not Provided","Company - Private","IT Services","Information Technology","Not Provided","Not Provided","Reston","VA","79000-133000",79000,133000,106000,100000000,500000000,300000000,51,200,126,1,0,0,0,0,1
"439","438","Data Scientist","$79K-$133K (Glassdoor est.)",3.8,"Blue Icy Water, LLC","United States","Livonia, MI","1 to 50 ","Not Provided","Company - Private","Not Provided","Not Provided","Not Provided","Not Provided","United States","Not Provided","79000-133000",79000,133000,106000,100000000,500000000,300000000,1,50,26,0,0,0,0,0,0
"440","439","Data Scientist","$79K-$133K (Glassdoor est.)",3.5,"Farmer's Business Network, Inc.
3.5","San Carlos, CA","San Carlos, CA","201 to 500 ","2014","Company - Private","Farm Support Services","Agriculture & Forestry","Not Provided","Not Provided","San Carlos","CA","79000-133000",79000,133000,106000,100000000,500000000,300000000,201,500,351,1,0,0,0,0,0
"441","440","Data Scientist","$79K-$133K (Glassdoor est.)",3.8,"Sonde Health","Boston, MA","Boston, MA","1 to 50 ","Not Provided","Private Practice / Firm","Health Care Services & Hospitals","Health Care","Less than 1 million ","Not Provided","Boston","MA","79000-133000",79000,133000,106000,100000000,500000000,300000000,1,50,26,1,0,0,0,0,0
"442","441","Data Scientist","$79K-$133K (Glassdoor est.)",5,"Maxiom
5.0","Ashburn, VA","Ashburn, VA","1 to 50 ","Not Provided","Company - Public","Not Provided","Not Provided","Not Provided","Not Provided","Ashburn","VA","79000-133000",79000,133000,106000,100000000,500000000,300000000,1,50,26,1,0,0,0,1,1
"443","442","Data Scientist","$79K-$133K (Glassdoor est.)",2.7,"Change Healthcare
2.7","Lombard, IL","Nashville, TN","10000 ","2007","Company - Public","IT Services","Information Technology","Not Provided","Not Provided","Lombard","IL","79000-133000",79000,133000,106000,100000000,500000000,300000000,10000,500,10000,0,0,0,0,0,1
"444","443","Data Scientist","$79K-$133K (Glassdoor est.)",4.1,"DCS Corp
4.1","Hampton, VA","Alexandria, VA","1001 to 5000 ","1977","Company - Private","Research & Development","Business Services","100 to 500 million ","Not Provided","Hampton","VA","79000-133000",79000,133000,106000,100000000,500000000,300000000,1001,5000,3001,0,0,0,0,0,0
"445","444","Data Scientist","$79K-$133K (Glassdoor est.)",2.1,"Hive (CA)
2.1","San Francisco, CA","Los Angeles, CA","Unknown","2019","Company - Private","Telecommunications Services","Telecommunications","Not Provided","Not Provided","San Francisco","CA","79000-133000",79000,133000,106000,100000000,500000000,300000000,501,500,751,1,0,0,0,0,1
"446","445","Machine Learning Engineer/Scientist","$79K-$133K (Glassdoor est.)",4.8,"Jane Street
4.8","New York, NY","New York, NY","501 to 1000 ","2000","Company - Private","Investment Banking & Asset Management","Finance","Not Provided","Not Provided","New York","NY","79000-133000",79000,133000,106000,100000000,500000000,300000000,501,1000,751,0,0,0,0,0,0
"447","446","Data Scientist - Intermediate","$69K-$116K (Glassdoor est.)",4.5,"Envision LLC
4.5","Saint Louis, MO","Saint Louis, MO","201 to 500 ","1994","Company - Private","Staffing & Outsourcing","Business Services","25 to 50 million ","Not Provided","Saint Louis","MO","69000-116000",69000,116000,92500,25000000,50000000,37500000,201,500,351,1,0,0,0,0,0
"448","447","Principal Data Scientist","$69K-$116K (Glassdoor est.)",4,"Autodesk
4.0","San Francisco, CA","San Rafael, CA","5001 to 10000 ","1982","Company - Public","Computer Hardware & Software","Information Technology","2 to 5 billion ","Not Provided","San Francisco","CA","69000-116000",69000,116000,92500,2000000000,5000000000,3500000000,5001,10000,7501,1,0,0,0,0,0
"449","448","Data Scientist","$69K-$116K (Glassdoor est.)",3.3,"Hackensack Meridian Health
3.3","Edison, NJ","Edison, NJ","10000 ","Not Provided","Nonprofit Organization","Health Care Services & Hospitals","Health Care","5 to 10 billion ","Not Provided","Edison","NJ","69000-116000",69000,116000,92500,5000000000,10000000000,7500000000,10000,500,10000,1,1,0,0,1,0
"450","449","Senior Data Scientist – Image Analytics, Novartis AI Innovation Lab","$69K-$116K (Glassdoor est.)",3.9,"Novartis
3.9","Cambridge, MA","Basel, Switzerland","10000 ","1996","Company - Public","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","10 billion ","Not Provided","Cambridge","MA","69000-116000",69000,116000,92500,10000000000,500000000,10000000000,10000,500,10000,0,0,0,0,0,0
